itemNumber,title,cin,cout
2035762,"XSLT programmers reference","2008-11-25 16:26:00","2008-11-04 15:33:00"
2035762,"XSLT programmers reference","2008-11-29 17:28:00","2008-11-04 15:33:00"
2035762,"XSLT programmers reference","2006-03-06 14:50:00","2005-09-10 16:35:00"
2035762,"XSLT programmers reference","2006-05-27 16:53:00","2006-03-08 17:00:00"
2035762,"XSLT programmers reference","2006-05-30 12:03:00","2006-03-08 17:00:00"
2035762,"XSLT programmers reference","2006-06-19 19:55:00","2006-06-03 12:56:00"
2035762,"XSLT programmers reference","2006-09-13 14:05:00","2006-06-03 12:56:00"
2035762,"XSLT programmers reference","2006-09-15 19:42:00","2006-06-03 12:56:00"
2035762,"XSLT programmers reference","2006-09-18 18:23:00","2006-06-03 12:56:00"
2035762,"XSLT programmers reference","2006-11-06 12:30:00","2006-09-23 12:56:00"
2035762,"XSLT programmers reference","2006-12-21 13:06:00","2006-11-30 14:59:00"
2035762,"XSLT programmers reference","2006-12-31 12:04:00","2006-11-30 14:59:00"
2035762,"XSLT programmers reference","2007-05-26 13:34:00","2007-05-05 13:17:00"
2035762,"XSLT programmers reference","2007-05-29 15:04:00","2007-05-05 13:17:00"
2035762,"XSLT programmers reference","2012-05-16 18:35:00","2012-03-16 12:06:00"
2035762,"XSLT programmers reference","2013-08-05 19:09:00","2013-05-28 19:51:00"
2035762,"XSLT programmers reference","2014-09-16 21:20:00","2014-08-13 18:19:00"
2035762,"XSLT programmers reference","2015-09-08 11:51:00","2015-07-29 19:03:00"
2035762,"XSLT programmers reference","2017-01-26 16:56:00","2016-12-04 14:28:00"
2035762,"XSLT programmers reference","2017-07-12 10:32:00","2017-07-11 12:31:00"
2035762,"XSLT programmers reference","2009-10-27 17:12:00","2009-09-28 11:46:00"
2035762,"XSLT programmers reference","2009-11-13 11:35:00","2009-09-28 11:46:00"
2035762,"XSLT programmers reference","2009-12-02 11:06:00","2009-11-17 13:47:00"
2035762,"XSLT programmers reference","2009-12-16 12:34:00","2009-12-02 16:28:00"
2035762,"XSLT programmers reference","2010-02-03 09:53:00","2009-12-02 16:28:00"
2035762,"XSLT programmers reference","2010-04-08 15:55:00","2010-02-04 17:20:00"
2035762,"XSLT programmers reference","2010-05-03 17:10:00","2010-04-12 13:34:00"
2035762,"XSLT programmers reference","2010-05-04 11:53:00","2010-04-12 13:34:00"
2035762,"XSLT programmers reference","2010-06-14 16:17:00","2010-05-05 11:00:00"
2035762,"XSLT programmers reference","2010-06-16 13:35:00","2010-05-05 11:00:00"
2035762,"XSLT programmers reference","2010-06-18 11:00:00","2010-05-05 11:00:00"
2035762,"XSLT programmers reference","2010-07-11 15:34:00","2010-06-23 18:46:00"
2035762,"XSLT programmers reference","2010-07-17 12:41:00","2010-06-23 18:46:00"
2035762,"XSLT programmers reference","2010-08-07 22:02:00","2010-07-19 13:22:00"
2035762,"XSLT programmers reference","2010-08-09 19:21:00","2010-07-19 13:22:00"
2035762,"XSLT programmers reference","2010-08-13 10:02:00","2010-08-13 10:01:00"
2035762,"XSLT programmers reference","2010-09-29 10:11:00","2010-08-13 10:01:00"
2035762,"XSLT programmers reference","2010-10-12 19:27:00","2010-10-02 14:52:00"
2035762,"XSLT programmers reference","2011-02-12 10:47:00","2010-10-02 14:52:00"
2035762,"XSLT programmers reference","2011-03-09 14:19:00","2011-02-16 14:25:00"
2035762,"XSLT programmers reference","2011-03-12 21:19:00","2011-02-16 14:25:00"
2035762,"XSLT programmers reference","2011-03-13 14:48:00","2011-02-16 14:25:00"
2035762,"XSLT programmers reference","2011-03-19 17:00:00","2011-03-15 15:11:00"
2035762,"XSLT programmers reference","2011-07-06 12:30:00","2011-04-22 10:56:00"
2035762,"XSLT programmers reference","2011-07-25 13:39:00","2011-07-06 15:27:00"
2035762,"XSLT programmers reference","2011-07-27 15:56:00","2011-07-06 15:27:00"
2035762,"XSLT programmers reference","2011-07-28 11:17:00","2011-07-06 15:27:00"
2035762,"XSLT programmers reference","2011-11-08 15:36:00","2011-10-20 13:30:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2007-08-03 15:23:00","2007-05-21 19:56:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2006-07-19 17:08:00","2006-05-26 17:50:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2006-07-27 11:00:00","2006-05-26 17:50:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2006-09-14 19:49:00","2006-08-01 19:52:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2006-09-15 11:46:00","2006-08-01 19:52:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2006-10-18 22:21:00","2006-09-18 16:20:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2006-10-19 12:25:00","2006-09-18 16:20:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2006-12-02 14:02:00","2006-10-24 13:06:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2006-12-04 14:41:00","2006-10-24 13:06:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2006-12-26 16:52:00","2006-12-04 16:45:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2006-12-27 10:21:00","2006-12-04 16:45:00"
2048862,"Computer science and Perl programming best of the Perl Journal","2007-05-14 15:17:00","2007-03-28 18:32:00"
2056728,"Back to BASIC the history corruption and future of the language","2006-03-13 13:38:00","2005-05-17 13:22:00"
2056728,"Back to BASIC the history corruption and future of the language","2006-03-16 11:59:00","2006-03-15 13:19:00"
2056728,"Back to BASIC the history corruption and future of the language","2008-01-10 16:00:00","2007-09-25 15:08:00"
2057471,"JavaScript the definitive guide","2006-02-03 16:41:00","2005-12-21 19:21:00"
2057471,"JavaScript the definitive guide","2006-02-28 17:00:00","2006-02-08 17:28:00"
2057471,"JavaScript the definitive guide","2006-03-31 13:06:00","2006-03-07 19:48:00"
2057471,"JavaScript the definitive guide","2006-04-03 16:59:00","2006-03-07 19:48:00"
2057471,"JavaScript the definitive guide","2006-06-08 10:51:00","2006-05-16 13:11:00"
2057471,"JavaScript the definitive guide","2006-07-01 17:38:00","2006-06-08 13:07:00"
2057471,"JavaScript the definitive guide","2006-07-16 12:08:00","2006-06-08 13:07:00"
2057471,"JavaScript the definitive guide","2006-08-29 14:45:00","2006-07-21 17:17:00"
2057471,"JavaScript the definitive guide","2006-10-11 19:07:00","2006-09-10 14:19:00"
2057540,"JavaScript the definitive guide","2006-01-06 14:50:00","2005-12-07 19:28:00"
2057540,"JavaScript the definitive guide","2006-01-10 10:50:00","2005-12-07 19:28:00"
2057540,"JavaScript the definitive guide","2006-01-11 12:05:00","2005-12-07 19:28:00"
2057540,"JavaScript the definitive guide","2006-02-25 14:49:00","2006-01-11 14:47:00"
2057540,"JavaScript the definitive guide","2006-08-06 13:09:00","2006-07-15 13:47:00"
2057540,"JavaScript the definitive guide","2006-08-30 10:05:00","2006-07-15 13:47:00"
2057540,"JavaScript the definitive guide","2006-09-21 13:45:00","2006-08-30 15:41:00"
2057540,"JavaScript the definitive guide","2006-09-23 11:20:00","2006-08-30 15:41:00"
2057540,"JavaScript the definitive guide","2006-09-25 16:53:00","2006-08-30 15:41:00"
2057540,"JavaScript the definitive guide","2007-01-19 12:11:00","2006-12-16 12:05:00"
2057540,"JavaScript the definitive guide","2007-03-25 16:51:00","2007-03-10 15:43:00"
2057540,"JavaScript the definitive guide","2007-03-28 15:06:00","2007-03-10 15:43:00"
2057540,"JavaScript the definitive guide","2007-03-29 10:45:00","2007-03-10 15:43:00"
2057540,"JavaScript the definitive guide","2007-04-12 09:59:00","2007-03-10 15:43:00"
2057540,"JavaScript the definitive guide","2007-06-13 19:17:00","2007-05-23 17:54:00"
2057540,"JavaScript the definitive guide","2007-08-26 00:00:00","2007-06-22 14:35:00"
2057792,"JavaScript the definitive guide","2006-02-14 14:54:00","2006-01-27 16:18:00"
2057792,"JavaScript the definitive guide","2006-02-23 19:37:00","2006-01-27 16:18:00"
2057792,"JavaScript the definitive guide","2006-02-24 13:37:00","2006-01-27 16:18:00"
2057792,"JavaScript the definitive guide","2006-03-30 15:17:00","2006-03-01 12:22:00"
2057792,"JavaScript the definitive guide","2006-05-04 11:42:00","2006-03-30 18:10:00"
2057792,"JavaScript the definitive guide","2006-05-23 10:56:00","2006-05-04 16:55:00"
2057792,"JavaScript the definitive guide","2006-06-29 12:18:00","2006-05-24 12:58:00"
2057870,"JavaScript the definitive guide","2006-03-29 18:30:00","2006-01-21 15:04:00"
2057870,"JavaScript the definitive guide","2006-04-25 10:31:00","2006-03-29 18:31:00"
2057870,"JavaScript the definitive guide","2006-04-26 10:40:00","2006-03-29 18:31:00"
2057870,"JavaScript the definitive guide","2006-06-03 17:56:00","2006-04-29 15:22:00"
2057870,"JavaScript the definitive guide","2006-06-07 19:19:00","2006-04-29 15:22:00"
2057870,"JavaScript the definitive guide","2006-06-30 17:08:00","2006-06-09 16:10:00"
2057870,"JavaScript the definitive guide","2006-07-03 13:42:00","2006-06-09 16:10:00"
2057870,"JavaScript the definitive guide","2006-07-22 16:47:00","2006-06-09 16:10:00"
2057870,"JavaScript the definitive guide","2006-08-02 11:44:00","2006-06-09 16:10:00"
2057870,"JavaScript the definitive guide","2006-08-22 19:43:00","2006-08-05 15:58:00"
2057870,"JavaScript the definitive guide","2006-08-23 13:26:00","2006-08-05 15:58:00"
2057870,"JavaScript the definitive guide","2006-09-30 10:37:00","2006-08-26 13:42:00"
2057870,"JavaScript the definitive guide","2007-01-04 13:21:00","2006-08-26 13:42:00"
2057870,"JavaScript the definitive guide","2007-04-05 16:46:00","2007-03-17 15:28:00"
2057870,"JavaScript the definitive guide","2007-04-11 13:20:00","2007-03-17 15:28:00"
2057870,"JavaScript the definitive guide","2007-04-23 18:58:00","2007-04-12 19:58:00"
2057870,"JavaScript the definitive guide","2007-06-09 12:50:00","2007-06-09 12:45:00"
2057870,"JavaScript the definitive guide","2007-07-12 16:52:00","2007-06-09 12:45:00"
2057870,"JavaScript the definitive guide","2007-08-04 12:25:00","2007-07-13 16:51:00"
2057870,"JavaScript the definitive guide","2007-08-09 11:32:00","2007-07-13 16:51:00"
2057870,"JavaScript the definitive guide","2007-10-01 17:50:00","2007-08-10 14:07:00"
2057870,"JavaScript the definitive guide","2007-10-03 10:45:00","2007-08-10 14:07:00"
2057870,"JavaScript the definitive guide","2007-11-01 18:32:00","2007-10-11 16:19:00"
2057870,"JavaScript the definitive guide","2007-11-05 12:16:00","2007-10-11 16:19:00"
2057870,"JavaScript the definitive guide","2007-12-22 13:54:00","2007-12-16 15:42:00"
2057870,"JavaScript the definitive guide","2007-12-27 11:41:00","2007-12-16 15:42:00"
2057870,"JavaScript the definitive guide","2008-01-16 19:38:00","2007-12-27 14:41:00"
2057870,"JavaScript the definitive guide","2008-01-17 16:14:00","2007-12-27 14:41:00"
2057870,"JavaScript the definitive guide","2008-01-22 14:01:00","2007-12-27 14:41:00"
2057870,"JavaScript the definitive guide","2008-01-29 19:06:00","2008-01-26 13:09:00"
2057870,"JavaScript the definitive guide","2008-02-01 14:04:00","2008-01-26 13:09:00"
2057870,"JavaScript the definitive guide","2008-02-06 11:08:00","2008-01-26 13:09:00"
2057870,"JavaScript the definitive guide","2008-02-16 12:43:00","2008-02-09 15:21:00"
2057870,"JavaScript the definitive guide","2008-02-20 19:11:00","2008-02-09 15:21:00"
2057870,"JavaScript the definitive guide","2008-03-09 14:20:00","2008-02-09 15:21:00"
2057870,"JavaScript the definitive guide","2008-03-11 11:25:00","2008-02-09 15:21:00"
2057870,"JavaScript the definitive guide","2008-05-08 15:34:00","2008-03-15 17:40:00"
2057870,"JavaScript the definitive guide","2008-05-31 15:27:00","2008-03-15 17:40:00"
2057870,"JavaScript the definitive guide","2008-07-14 10:47:00","2008-03-15 17:40:00"
2057870,"JavaScript the definitive guide","2008-07-15 14:06:00","2008-03-15 17:40:00"
2057870,"JavaScript the definitive guide","2008-08-18 17:48:00","2008-07-16 11:16:00"
2057870,"JavaScript the definitive guide","2008-09-29 22:17:00","2008-07-16 11:16:00"
2057870,"JavaScript the definitive guide","2008-09-30 13:17:00","2008-07-16 11:16:00"
2057870,"JavaScript the definitive guide","2008-10-27 16:51:00","2008-10-06 16:44:00"
2057870,"JavaScript the definitive guide","2008-10-29 11:18:00","2008-10-06 16:44:00"
2057870,"JavaScript the definitive guide","2008-10-30 11:48:00","2008-10-06 16:44:00"
2057870,"JavaScript the definitive guide","2008-11-09 11:59:00","2008-10-06 16:44:00"
2057870,"JavaScript the definitive guide","2008-11-14 10:37:00","2008-10-06 16:44:00"
2057870,"JavaScript the definitive guide","2008-11-24 10:10:00","2008-10-06 16:44:00"
2057870,"JavaScript the definitive guide","2008-11-25 12:30:00","2008-10-06 16:44:00"
2057870,"JavaScript the definitive guide","2008-12-28 19:55:00","2008-12-04 10:05:00"
2057870,"JavaScript the definitive guide","2008-12-29 12:14:00","2008-12-04 10:05:00"
2057870,"JavaScript the definitive guide","2009-01-17 15:44:00","2008-12-30 14:07:00"
2057870,"JavaScript the definitive guide","2009-01-19 10:55:00","2008-12-30 14:07:00"
2057870,"JavaScript the definitive guide","2009-01-20 14:31:00","2008-12-30 14:07:00"
2057870,"JavaScript the definitive guide","2009-02-24 19:02:00","2009-01-21 11:16:00"
2057870,"JavaScript the definitive guide","2009-04-04 12:46:00","2009-01-21 11:16:00"
2057870,"JavaScript the definitive guide","2009-04-27 12:00:00","2009-04-06 11:46:00"
2057870,"JavaScript the definitive guide","2009-04-28 11:56:00","2009-04-06 11:46:00"
2057870,"JavaScript the definitive guide","2009-05-20 14:05:00","2009-05-07 19:02:00"
2057870,"JavaScript the definitive guide","2009-05-23 10:59:00","2009-05-07 19:02:00"
2057870,"JavaScript the definitive guide","2009-07-13 20:01:00","2009-05-07 19:02:00"
2057870,"JavaScript the definitive guide","2009-07-15 11:55:00","2009-05-07 19:02:00"
2080000,"Aprendiendo visual C6 en 21 dÃ‚Â¡as","2006-08-10 16:34:00","2006-07-21 11:25:00"
2080017,"C toolbox ready to run programs in Turbo C Microsoft C and Quick C","2006-10-16 18:33:00","2005-03-12 17:08:00"
2080017,"C toolbox ready to run programs in Turbo C Microsoft C and Quick C","2006-12-12 15:11:00","2006-11-26 14:17:00"
2080017,"C toolbox ready to run programs in Turbo C Microsoft C and Quick C","2007-05-16 17:32:00","2007-04-27 17:47:00"
2080017,"C toolbox ready to run programs in Turbo C Microsoft C and Quick C","2007-05-17 11:19:00","2007-04-27 17:47:00"
2080017,"C toolbox ready to run programs in Turbo C Microsoft C and Quick C","2009-03-12 11:37:00","2009-02-26 12:34:00"
2080017,"C toolbox ready to run programs in Turbo C Microsoft C and Quick C","2009-08-10 11:40:00","2009-02-26 12:34:00"
2080017,"C toolbox ready to run programs in Turbo C Microsoft C and Quick C","2009-08-14 17:14:00","2009-08-12 15:23:00"
2087306,"Osnovy programmirovaniia","2007-05-15 19:16:00","2007-03-21 18:40:00"
2087570,"Java 2 the complete reference","2006-01-26 15:47:00","2005-07-15 17:41:00"
2087570,"Java 2 the complete reference","2006-01-27 15:01:00","2005-07-15 17:41:00"
2087570,"Java 2 the complete reference","2006-02-28 15:17:00","2006-01-28 17:53:00"
2087570,"Java 2 the complete reference","2006-03-05 15:41:00","2006-01-28 17:53:00"
2087570,"Java 2 the complete reference","2006-04-27 11:17:00","2006-01-28 17:53:00"
2087570,"Java 2 the complete reference","2006-06-04 19:54:00","2006-04-27 17:52:00"
2087570,"Java 2 the complete reference","2006-08-06 13:24:00","2006-06-07 17:10:00"
2087570,"Java 2 the complete reference","2006-09-13 16:33:00","2006-08-08 14:52:00"
2087570,"Java 2 the complete reference","2006-12-28 12:52:00","2006-09-19 16:34:00"
2087570,"Java 2 the complete reference","2006-12-28 17:46:00","2006-09-19 16:34:00"
2087570,"Java 2 the complete reference","2006-12-30 13:06:00","2006-09-19 16:34:00"
2087570,"Java 2 the complete reference","2007-02-15 15:55:00","2006-12-30 14:26:00"
2087570,"Java 2 the complete reference","2007-04-11 12:53:00","2007-02-21 13:44:00"
2087570,"Java 2 the complete reference","2007-06-26 13:44:00","2007-02-21 13:44:00"
2087570,"Java 2 the complete reference","2009-05-08 21:52:00","2008-10-20 11:24:00"
2087570,"Java 2 the complete reference","2009-05-11 17:53:00","2008-10-20 11:24:00"
2087570,"Java 2 the complete reference","2009-05-22 12:58:00","2008-10-20 11:24:00"
2087570,"Java 2 the complete reference","2009-07-26 15:49:00","2009-05-24 15:14:00"
2087570,"Java 2 the complete reference","2009-08-09 15:17:00","2009-08-02 15:42:00"
2087570,"Java 2 the complete reference","2009-12-08 15:33:00","2009-08-02 15:42:00"
2087570,"Java 2 the complete reference","2009-12-09 13:16:00","2009-08-02 15:42:00"
2087570,"Java 2 the complete reference","2007-08-24 14:45:00","2007-06-27 16:33:00"
2087570,"Java 2 the complete reference","2008-03-11 16:09:00","2008-01-17 11:21:00"
2087570,"Java 2 the complete reference","2008-08-04 19:13:00","2008-01-17 11:21:00"
2087570,"Java 2 the complete reference","2008-08-05 16:58:00","2008-01-17 11:21:00"
2087570,"Java 2 the complete reference","2008-08-28 11:31:00","2008-08-07 11:30:00"
2087570,"Java 2 the complete reference","2008-09-03 13:12:00","2008-08-07 11:30:00"
2087570,"Java 2 the complete reference","2008-09-29 17:49:00","2008-09-08 11:22:00"
2087570,"Java 2 the complete reference","2008-10-13 11:29:00","2008-09-08 11:22:00"
2087570,"Java 2 the complete reference","2008-11-26 10:29:00","2008-10-20 11:24:00"
2087637,"Java 2 the complete reference","2006-06-03 17:31:00","2006-05-15 12:21:00"
2087637,"Java 2 the complete reference","2006-06-05 11:57:00","2006-05-15 12:21:00"
2094204,"C primer","2006-06-09 14:02:00","2006-04-17 15:27:00"
2094204,"C primer","2006-06-27 15:35:00","2006-04-17 15:27:00"
2094204,"C primer","2006-09-19 18:25:00","2006-08-26 16:30:00"
2094204,"C primer","2006-12-12 12:09:00","2006-12-11 13:47:00"
2094204,"C primer","2007-03-03 17:31:00","2007-02-10 15:17:00"
2094204,"C primer","2007-05-06 15:44:00","2007-03-15 18:37:00"
2094204,"C primer","2007-07-16 19:34:00","2007-06-05 18:56:00"
2094204,"C primer","2007-08-06 14:53:00","2007-06-05 18:56:00"
2094204,"C primer","2007-08-07 11:24:00","2007-06-05 18:56:00"
2094204,"C primer","2007-08-11 15:57:00","2007-08-11 15:42:00"
2094204,"C primer","2008-06-09 18:01:00","2008-03-25 15:18:00"
2094204,"C primer","2008-08-15 13:35:00","2008-06-12 14:59:00"
2094204,"C primer","2008-10-01 16:39:00","2008-09-10 15:46:00"
2094204,"C primer","2008-10-02 11:42:00","2008-09-10 15:46:00"
2094204,"C primer","2008-10-19 13:27:00","2008-09-10 15:46:00"
2094204,"C primer","2008-11-10 12:39:00","2008-10-20 18:41:00"
2094204,"C primer","2008-12-28 14:57:00","2008-11-17 11:15:00"
2094204,"C primer","2012-03-20 17:20:00","2012-01-23 16:25:00"
2094204,"C primer","2012-05-15 18:13:00","2012-03-21 15:50:00"
2094204,"C primer","2012-07-09 12:37:00","2012-06-04 13:02:00"
2094204,"C primer","2012-11-14 19:08:00","2012-09-07 17:23:00"
2094204,"C primer","2010-04-09 15:49:00","2010-03-19 15:56:00"
2094204,"C primer","2010-05-06 17:02:00","2010-04-16 13:04:00"
2094204,"C primer","2010-05-07 10:15:00","2010-04-16 13:04:00"
2094204,"C primer","2010-05-28 16:26:00","2010-05-07 17:00:00"
2094204,"C primer","2010-05-30 18:35:00","2010-05-07 17:00:00"
2094204,"C primer","2010-06-01 13:32:00","2010-05-07 17:00:00"
2094204,"C primer","2010-06-13 14:53:00","2010-05-07 17:00:00"
2094204,"C primer","2010-08-19 18:41:00","2010-06-17 17:56:00"
2094204,"C primer","2010-11-04 18:13:00","2010-10-24 14:10:00"
2094204,"C primer","2011-01-19 00:00:00","2010-11-28 14:27:00"
2094204,"C primer","2011-02-05 17:29:00","2010-11-28 14:27:00"
2094204,"C primer","2011-02-10 10:15:00","2010-11-28 14:27:00"
2094204,"C primer","2011-03-07 13:53:00","2011-02-14 14:20:00"
2094204,"C primer","2011-04-09 10:18:00","2011-02-14 14:20:00"
2094204,"C primer","2011-10-22 12:37:00","2011-09-17 12:32:00"
2094204,"C primer","2011-11-22 14:51:00","2011-11-01 16:21:00"
2094204,"C primer","2009-02-20 17:12:00","2009-01-30 17:08:00"
2094204,"C primer","2009-05-08 00:00:00","2009-03-04 20:04:00"
2094204,"C primer","2009-05-11 18:38:00","2009-03-04 20:04:00"
2094204,"C primer","2009-05-12 14:04:00","2009-03-04 20:04:00"
2094204,"C primer","2009-08-01 11:12:00","2009-05-14 17:20:00"
2094204,"C primer","2009-09-24 15:50:00","2009-08-13 16:29:00"
2094204,"C primer","2009-09-27 15:06:00","2009-08-13 16:29:00"
2094204,"C primer","2009-09-28 12:41:00","2009-08-13 16:29:00"
2094204,"C primer","2009-12-16 12:57:00","2009-10-21 13:30:00"
2094204,"C primer","2009-12-17 11:56:00","2009-10-21 13:30:00"
2094204,"C primer","2010-02-16 15:26:00","2009-12-17 16:40:00"
2107743,"C in a nutshell","2009-03-09 23:18:00","2009-01-11 15:13:00"
2107743,"C in a nutshell","2009-03-10 14:13:00","2009-01-11 15:13:00"
2107743,"C in a nutshell","2009-05-30 13:26:00","2009-05-17 12:52:00"
2107743,"C in a nutshell","2009-08-20 14:42:00","2009-07-31 14:35:00"
2107743,"C in a nutshell","2009-09-28 16:12:00","2009-07-31 14:35:00"
2107743,"C in a nutshell","2009-10-02 15:37:00","2009-10-01 13:53:00"
2107743,"C in a nutshell","2009-11-02 13:19:00","2009-10-01 13:53:00"
2107743,"C in a nutshell","2009-11-09 14:36:00","2009-11-02 14:51:00"
2107743,"C in a nutshell","2006-01-11 23:42:00","2005-12-20 15:26:00"
2107743,"C in a nutshell","2006-01-13 11:03:00","2005-12-20 15:26:00"
2107743,"C in a nutshell","2006-03-19 13:27:00","2006-01-13 13:46:00"
2107743,"C in a nutshell","2006-04-02 16:22:00","2006-03-23 19:56:00"
2107743,"C in a nutshell","2006-04-27 18:23:00","2006-04-05 17:27:00"
2107743,"C in a nutshell","2006-05-03 12:39:00","2006-04-05 17:27:00"
2107743,"C in a nutshell","2006-06-18 16:22:00","2006-05-03 19:34:00"
2107743,"C in a nutshell","2006-08-14 12:00:00","2006-06-23 17:24:00"
2107743,"C in a nutshell","2006-12-28 13:25:00","2006-11-09 15:19:00"
2107743,"C in a nutshell","2007-04-04 18:24:00","2007-03-24 13:31:00"
2107743,"C in a nutshell","2007-07-30 19:41:00","2007-06-05 19:54:00"
2107743,"C in a nutshell","2007-08-23 11:33:00","2007-08-22 11:03:00"
2107743,"C in a nutshell","2007-11-01 19:01:00","2007-09-20 17:51:00"
2107743,"C in a nutshell","2007-11-02 15:39:00","2007-09-20 17:51:00"
2107743,"C in a nutshell","2008-11-21 12:41:00","2008-10-25 14:27:00"
2107743,"C in a nutshell","2008-12-15 18:25:00","2008-11-24 17:19:00"
2107743,"C in a nutshell","2010-08-19 14:36:00","2010-08-01 15:38:00"
2107743,"C in a nutshell","2011-06-01 19:19:00","2011-05-14 13:54:00"
2107743,"C in a nutshell","2011-08-03 16:20:00","2011-07-31 15:26:00"
2107743,"C in a nutshell","2011-09-27 19:21:00","2011-08-27 14:49:00"
2107743,"C in a nutshell","2011-12-28 16:47:00","2011-12-20 14:01:00"
2107743,"C in a nutshell","2012-02-16 19:07:00","2012-01-14 14:32:00"
2107819,"C in a nutshell","2006-04-10 18:38:00","2006-02-04 12:23:00"
2107819,"C in a nutshell","2009-01-17 16:25:00","2007-03-22 19:14:00"
2107819,"C in a nutshell","2009-04-13 17:28:00","2009-01-18 15:42:00"
2107974,"C in a nutshell","2006-02-03 15:24:00","2005-12-27 15:24:00"
2107974,"C in a nutshell","2006-03-22 12:20:00","2006-03-01 11:18:00"
2107974,"C in a nutshell","2006-04-10 12:17:00","2006-03-01 11:18:00"
2107974,"C in a nutshell","2006-10-27 17:15:00","2006-06-15 17:38:00"
2108055,"C in a nutshell","2006-02-14 12:51:00","2006-01-17 19:29:00"
2108055,"C in a nutshell","2006-03-04 12:37:00","2006-02-16 16:35:00"
2108055,"C in a nutshell","2006-05-05 16:50:00","2006-04-20 16:28:00"
2108055,"C in a nutshell","2006-06-22 14:05:00","2006-06-09 16:11:00"
2108055,"C in a nutshell","2006-09-05 15:50:00","2006-07-03 13:48:00"
2108055,"C in a nutshell","2006-11-18 00:00:00","2006-09-14 11:29:00"
2244240,"Beginning programming with Java for dummies","2006-01-30 18:48:00","2006-01-04 12:47:00"
2244240,"Beginning programming with Java for dummies","2006-03-30 12:17:00","2006-02-17 12:50:00"
2244240,"Beginning programming with Java for dummies","2006-04-26 14:26:00","2006-02-17 12:50:00"
2244240,"Beginning programming with Java for dummies","2006-04-27 14:47:00","2006-02-17 12:50:00"
2244240,"Beginning programming with Java for dummies","2006-04-27 18:30:00","2006-04-27 17:10:00"
2244240,"Beginning programming with Java for dummies","2006-06-01 11:17:00","2006-04-27 17:10:00"
2244240,"Beginning programming with Java for dummies","2006-06-21 16:34:00","2006-06-01 12:31:00"
2244240,"Beginning programming with Java for dummies","2006-06-22 15:14:00","2006-06-01 12:31:00"
2244240,"Beginning programming with Java for dummies","2006-08-07 17:45:00","2006-06-23 13:14:00"
2244240,"Beginning programming with Java for dummies","2006-08-08 12:59:00","2006-06-23 13:14:00"
2244240,"Beginning programming with Java for dummies","2007-03-01 12:25:00","2006-11-20 13:58:00"
2244240,"Beginning programming with Java for dummies","2007-03-12 15:28:00","2007-03-08 17:40:00"
2244240,"Beginning programming with Java for dummies","2007-04-05 12:39:00","2007-03-19 14:26:00"
2244240,"Beginning programming with Java for dummies","2007-05-03 13:34:00","2007-04-10 15:56:00"
2244240,"Beginning programming with Java for dummies","2007-06-18 17:12:00","2007-06-04 10:39:00"
2244240,"Beginning programming with Java for dummies","2009-01-10 11:22:00","2008-12-16 17:18:00"
2244240,"Beginning programming with Java for dummies","2009-01-15 18:23:00","2009-01-13 13:20:00"
2244240,"Beginning programming with Java for dummies","2009-01-20 09:44:00","2009-01-13 13:20:00"
2244240,"Beginning programming with Java for dummies","2009-02-04 17:50:00","2009-01-22 12:39:00"
2244240,"Beginning programming with Java for dummies","2009-02-07 11:49:00","2009-01-22 12:39:00"
2244240,"Beginning programming with Java for dummies","2009-02-18 11:24:00","2009-01-22 12:39:00"
2244240,"Beginning programming with Java for dummies","2009-02-20 11:27:00","2009-01-22 12:39:00"
2244240,"Beginning programming with Java for dummies","2009-03-20 16:18:00","2009-03-10 17:27:00"
2244240,"Beginning programming with Java for dummies","2009-04-06 14:22:00","2009-03-23 15:32:00"
2244240,"Beginning programming with Java for dummies","2009-05-04 12:54:00","2009-04-16 12:47:00"
2244240,"Beginning programming with Java for dummies","2009-05-19 18:29:00","2009-05-06 12:27:00"
2244240,"Beginning programming with Java for dummies","2009-07-08 14:03:00","2009-06-23 12:45:00"
2244240,"Beginning programming with Java for dummies","2009-08-05 13:05:00","2009-07-25 16:14:00"
2244240,"Beginning programming with Java for dummies","2009-09-15 13:39:00","2009-08-07 12:12:00"
2244240,"Beginning programming with Java for dummies","2009-10-20 10:44:00","2009-09-30 11:39:00"
2244240,"Beginning programming with Java for dummies","2009-11-13 17:04:00","2009-10-24 17:21:00"
2244240,"Beginning programming with Java for dummies","2009-11-16 13:30:00","2009-10-24 17:21:00"
2244240,"Beginning programming with Java for dummies","2009-11-28 13:31:00","2009-11-21 15:31:00"
2244240,"Beginning programming with Java for dummies","2009-12-28 20:03:00","2009-12-02 17:24:00"
2244240,"Beginning programming with Java for dummies","2010-01-04 13:03:00","2009-12-02 17:24:00"
2244240,"Beginning programming with Java for dummies","2010-01-16 16:51:00","2010-01-06 17:11:00"
