itemNumber,title,cout,cin
1293869,"TCP IP addressing designing and optimizing your IP addressing scheme","2006-10-15 17:50:00","2006-11-04 14:57:00"
1293869,"TCP IP addressing designing and optimizing your IP addressing scheme","2006-10-15 17:50:00","2006-12-27 12:10:00"
1293869,"TCP IP addressing designing and optimizing your IP addressing scheme","2007-04-24 16:45:00","2007-06-28 00:00:00"
1293869,"TCP IP addressing designing and optimizing your IP addressing scheme","2007-04-24 16:45:00","2007-07-27 15:05:00"
1293869,"TCP IP addressing designing and optimizing your IP addressing scheme","2007-08-10 14:08:00","2007-08-31 11:37:00"
1302485,"IP telephony packet based multimedia communications systems","2006-01-28 12:31:00","2006-03-02 19:28:00"
1302485,"IP telephony packet based multimedia communications systems","2006-06-21 18:45:00","2006-07-10 13:17:00"
1302485,"IP telephony packet based multimedia communications systems","2008-07-25 14:42:00","2008-07-31 13:29:00"
1302627,"Developing CGI applications with Perl","2005-10-08 17:01:00","2006-08-18 10:04:00"
1302627,"Developing CGI applications with Perl","2005-10-08 17:01:00","2006-08-21 17:58:00"
1302627,"Developing CGI applications with Perl","2006-11-01 14:14:00","2007-03-31 10:53:00"
1325739,"Data communications and networking fundamentals using Novell NetWareR 3 11","2003-06-04 00:00:00","2006-01-02 11:41:00"
1325739,"Data communications and networking fundamentals using Novell NetWareR 3 11","2006-01-03 13:24:00","2006-01-05 11:28:00"
1333296,"Learning the Internet a workbook for beginners","2005-02-08 00:00:00","2006-08-14 12:28:00"
1333296,"Learning the Internet a workbook for beginners","2006-08-14 18:14:00","2006-08-14 18:55:00"
1347926,"Internet access cookbook a librarians commonsense guide to low cost connections","2005-03-07 11:35:00","2009-06-19 11:44:00"
1347926,"Internet access cookbook a librarians commonsense guide to low cost connections","2005-03-07 11:35:00","2009-06-20 11:51:00"
1347926,"Internet access cookbook a librarians commonsense guide to low cost connections","2009-06-21 14:55:00","2009-06-28 14:39:00"
1456330,"Surfing for seniors an introduction to the Internet","2005-12-09 16:08:00","2006-02-05 16:34:00"
1456330,"Surfing for seniors an introduction to the Internet","2006-05-28 13:34:00","2006-08-03 17:48:00"
1456414,"Surfing for seniors an introduction to the Internet","2006-02-06 18:42:00","2006-02-21 17:05:00"
1456414,"Surfing for seniors an introduction to the Internet","2006-03-26 16:40:00","2006-05-03 14:57:00"
1456667,"Surfing for seniors an introduction to the Internet","2005-09-27 15:08:00","2006-06-29 17:50:00"
1456667,"Surfing for seniors an introduction to the Internet","2005-09-27 15:08:00","2006-06-30 11:34:00"
1456667,"Surfing for seniors an introduction to the Internet","2006-07-01 10:59:00","2006-07-08 11:24:00"
1456667,"Surfing for seniors an introduction to the Internet","2006-07-01 10:59:00","2007-12-13 15:09:00"
1456667,"Surfing for seniors an introduction to the Internet","2006-07-01 10:59:00","2007-12-14 12:52:00"
1456667,"Surfing for seniors an introduction to the Internet","2006-07-01 10:59:00","2008-05-08 11:54:00"
1456667,"Surfing for seniors an introduction to the Internet","2006-07-01 10:59:00","2008-05-09 11:06:00"
1456667,"Surfing for seniors an introduction to the Internet","2008-07-10 12:16:00","2008-09-10 15:03:00"
1456667,"Surfing for seniors an introduction to the Internet","2008-10-26 15:51:00","2008-12-10 17:47:00"
1456752,"Surfing for seniors an introduction to the Internet","2006-02-27 15:16:00","2006-03-16 16:25:00"
1511358,"TecnologÃ‚Â¡as de interconectividad de redes","2006-02-17 13:20:00","2006-03-04 12:11:00"
1511358,"TecnologÃ‚Â¡as de interconectividad de redes","2006-12-17 14:33:00","2007-01-06 17:23:00"
1514336,"CCNA Cisco certified network associate study guide","2006-09-13 19:40:00","2006-10-08 15:05:00"
1514336,"CCNA Cisco certified network associate study guide","2007-04-07 13:40:00","2007-04-27 13:12:00"
1514336,"CCNA Cisco certified network associate study guide","2007-04-07 13:40:00","2007-07-03 12:31:00"
1517011,"Interconnections Second Edition bridges routers switches and internetworking protocols","2006-05-12 17:31:00","2006-06-03 16:26:00"
1517011,"Interconnections Second Edition bridges routers switches and internetworking protocols","2007-02-21 11:01:00","2007-04-02 15:52:00"
1517011,"Interconnections Second Edition bridges routers switches and internetworking protocols","2007-02-21 11:01:00","2007-04-05 11:54:00"
1556125,"Absolute beginners guide to cable Internet connections","2005-11-27 15:39:00","2006-01-10 13:08:00"
1556125,"Absolute beginners guide to cable Internet connections","2005-11-27 15:39:00","2006-01-11 13:33:00"
1556125,"Absolute beginners guide to cable Internet connections","2006-01-11 16:20:00","2006-03-28 14:53:00"
1556125,"Absolute beginners guide to cable Internet connections","2006-04-05 16:43:00","2006-05-03 23:56:00"
1556125,"Absolute beginners guide to cable Internet connections","2006-04-05 16:43:00","2006-05-04 13:19:00"
1556125,"Absolute beginners guide to cable Internet connections","2006-05-05 15:16:00","2006-06-19 18:59:00"
1556125,"Absolute beginners guide to cable Internet connections","2006-07-15 14:47:00","2006-08-06 14:04:00"
1556125,"Absolute beginners guide to cable Internet connections","2006-07-15 14:47:00","2006-10-10 12:31:00"
1556125,"Absolute beginners guide to cable Internet connections","2006-10-14 17:32:00","2006-10-21 15:43:00"
1556125,"Absolute beginners guide to cable Internet connections","2009-01-02 17:47:00","2009-02-04 19:58:00"
1556125,"Absolute beginners guide to cable Internet connections","2009-01-02 17:47:00","2010-02-23 12:44:00"
1556125,"Absolute beginners guide to cable Internet connections","2012-11-16 10:41:00","2012-12-11 17:44:00"
1607168,"Understanding data communications from fundamentals to networking","2005-04-28 11:56:00","2006-02-01 19:21:00"
1607168,"Understanding data communications from fundamentals to networking","2006-02-05 13:30:00","2006-03-10 14:31:00"
1607168,"Understanding data communications from fundamentals to networking","2008-08-06 19:53:00","2008-09-02 17:13:00"
1607168,"Understanding data communications from fundamentals to networking","2009-04-24 14:08:00","2009-06-08 12:51:00"
1607168,"Understanding data communications from fundamentals to networking","2009-04-24 14:08:00","2009-06-08 16:38:00"
1636749,"DSL for dummies","2005-06-20 14:01:00","2006-01-10 13:03:00"
1636749,"DSL for dummies","2006-01-20 10:18:00","2006-03-01 12:17:00"
1636749,"DSL for dummies","2006-09-11 19:02:00","2006-09-16 17:34:00"
1636749,"DSL for dummies","2007-03-16 13:14:00","2007-03-18 14:17:00"
1636749,"DSL for dummies","2007-03-16 13:14:00","2007-04-06 12:38:00"
1636749,"DSL for dummies","2007-03-16 13:14:00","2007-10-12 12:48:00"
1636749,"DSL for dummies","2007-10-17 16:14:00","2007-11-16 10:54:00"
1636749,"DSL for dummies","2007-10-17 16:14:00","2007-11-28 23:08:00"
1636749,"DSL for dummies","2007-10-17 16:14:00","2007-11-29 12:06:00"
1636749,"DSL for dummies","2007-10-17 16:14:00","2007-12-10 17:14:00"
1636749,"DSL for dummies","2007-10-17 16:14:00","2007-12-11 10:12:00"
1636749,"DSL for dummies","2007-12-16 13:33:00","2007-12-26 14:40:00"
1636749,"DSL for dummies","2007-12-16 13:33:00","2008-01-11 11:16:00"
1636749,"DSL for dummies","2008-01-11 15:52:00","2008-01-11 16:09:00"
1636749,"DSL for dummies","2008-12-13 17:18:00","2009-01-03 17:19:00"
1636815,"DSL for dummies","2006-03-01 13:57:00","2006-04-21 13:30:00"
1636815,"DSL for dummies","2006-08-03 18:16:00","2006-08-26 15:46:00"
1636815,"DSL for dummies","2006-10-26 14:13:00","2006-11-22 15:50:00"
1636815,"DSL for dummies","2007-03-29 13:18:00","2007-04-09 16:24:00"
1646495,"TCP IP primer plus","2006-01-17 18:33:00","2006-01-30 15:54:00"
1646495,"TCP IP primer plus","2006-01-30 18:42:00","2006-02-15 16:00:00"
1646495,"TCP IP primer plus","2006-01-30 18:42:00","2006-02-23 12:09:00"
1646495,"TCP IP primer plus","2006-04-03 16:06:00","2006-04-03 16:12:00"
1646495,"TCP IP primer plus","2006-04-03 16:06:00","2006-04-06 10:30:00"
1646495,"TCP IP primer plus","2006-04-12 16:45:00","2006-05-06 10:17:00"
1646495,"TCP IP primer plus","2006-04-12 16:45:00","2006-05-08 15:14:00"
1646495,"TCP IP primer plus","2006-05-08 16:18:00","2006-06-19 17:30:00"
1646495,"TCP IP primer plus","2006-08-27 17:20:00","2006-09-06 15:56:00"
1646495,"TCP IP primer plus","2006-08-27 17:20:00","2006-09-28 13:27:00"
1646495,"TCP IP primer plus","2006-10-15 17:50:00","2006-11-04 14:57:00"
1646495,"TCP IP primer plus","2006-10-15 17:50:00","2006-11-07 14:45:00"
1646495,"TCP IP primer plus","2006-11-10 17:56:00","2006-11-25 16:53:00"
1646495,"TCP IP primer plus","2006-11-10 17:56:00","2006-12-04 17:33:00"
1646495,"TCP IP primer plus","2007-03-15 15:20:00","2007-05-19 00:00:00"
1646495,"TCP IP primer plus","2007-03-15 15:20:00","2007-06-15 10:37:00"
1646495,"TCP IP primer plus","2007-07-12 16:07:00","2007-07-31 19:44:00"
1646495,"TCP IP primer plus","2007-07-12 16:07:00","2007-08-01 10:29:00"
1646495,"TCP IP primer plus","2007-08-02 13:08:00","2007-09-06 14:19:00"
1646495,"TCP IP primer plus","2007-12-10 14:29:00","2008-02-09 16:58:00"
1646495,"TCP IP primer plus","2008-03-09 17:38:00","2008-04-17 19:27:00"
1646495,"TCP IP primer plus","2008-07-06 16:56:00","2008-09-22 17:40:00"
1646495,"TCP IP primer plus","2008-09-27 11:53:00","2008-11-10 17:49:00"
1646495,"TCP IP primer plus","2008-12-23 14:10:00","2009-02-06 13:08:00"
1646495,"TCP IP primer plus","2009-03-04 18:54:00","2009-05-07 18:50:00"
1646495,"TCP IP primer plus","2009-05-31 14:42:00","2009-08-03 18:31:00"
1648041,"TCP IP primer plus","2005-09-18 16:37:00","2006-06-29 17:34:00"
1648041,"TCP IP primer plus","2006-08-18 17:12:00","2006-12-26 12:13:00"
1648041,"TCP IP primer plus","2007-08-04 13:45:00","2007-08-13 19:29:00"
1648041,"TCP IP primer plus","2007-08-04 13:45:00","2007-08-20 18:18:00"
1648041,"TCP IP primer plus","2007-08-22 16:44:00","2007-09-10 14:24:00"
1648041,"TCP IP primer plus","2007-11-14 19:36:00","2008-01-07 19:02:00"
1648041,"TCP IP primer plus","2007-11-14 19:36:00","2008-01-08 12:06:00"
1648041,"TCP IP primer plus","2008-01-15 19:45:00","2008-02-16 16:31:00"
1648041,"TCP IP primer plus","2008-03-25 16:49:00","2008-04-15 12:47:00"
1648041,"TCP IP primer plus","2008-05-14 11:43:00","2008-07-18 00:00:00"
1672777,"Wireless home networking for dummies","2006-01-25 17:37:00","2006-01-28 14:48:00"
1672777,"Wireless home networking for dummies","2006-01-25 17:37:00","2006-03-10 14:13:00"
1672777,"Wireless home networking for dummies","2006-01-25 17:37:00","2006-03-28 11:42:00"
1672777,"Wireless home networking for dummies","2006-06-17 15:31:00","2006-07-05 12:03:00"
1672777,"Wireless home networking for dummies","2006-06-17 15:31:00","2006-07-22 11:49:00"
1672777,"Wireless home networking for dummies","2006-06-17 15:31:00","2006-07-24 12:13:00"
1672777,"Wireless home networking for dummies","2006-07-26 17:08:00","2006-07-26 17:10:00"
1672777,"Wireless home networking for dummies","2006-09-12 19:59:00","2006-10-02 13:25:00"
1672777,"Wireless home networking for dummies","2006-11-15 13:20:00","2006-11-29 12:20:00"
1672777,"Wireless home networking for dummies","2006-12-05 18:00:00","2007-01-18 18:35:00"
1672777,"Wireless home networking for dummies","2007-02-08 16:40:00","2007-04-03 23:06:00"
1672777,"Wireless home networking for dummies","2007-02-08 16:40:00","2007-04-04 11:07:00"
1672777,"Wireless home networking for dummies","2007-04-07 11:13:00","2007-04-18 18:47:00"
1672777,"Wireless home networking for dummies","2007-04-07 11:13:00","2007-06-20 22:03:00"
1672777,"Wireless home networking for dummies","2007-04-07 11:13:00","2007-06-21 12:35:00"
1672777,"Wireless home networking for dummies","2007-06-25 17:07:00","2007-08-03 19:39:00"
1672777,"Wireless home networking for dummies","2007-06-25 17:07:00","2007-08-06 16:30:00"
1672777,"Wireless home networking for dummies","2007-08-08 17:36:00","2007-09-24 19:16:00"
1672777,"Wireless home networking for dummies","2007-08-08 17:36:00","2007-09-25 13:49:00"
1672777,"Wireless home networking for dummies","2007-09-26 12:14:00","2007-11-19 18:59:00"
1672777,"Wireless home networking for dummies","2007-09-26 12:14:00","2007-12-05 22:18:00"
1672777,"Wireless home networking for dummies","2007-12-07 16:57:00","2007-12-26 15:41:00"
1672846,"Wireless home networking for dummies","2006-03-04 12:57:00","2006-04-13 10:21:00"
1672846,"Wireless home networking for dummies","2006-03-04 12:57:00","2006-04-29 13:24:00"
1672846,"Wireless home networking for dummies","2006-06-16 10:06:00","2006-07-08 15:22:00"
1672846,"Wireless home networking for dummies","2006-06-16 10:06:00","2006-07-28 18:28:00"
1672846,"Wireless home networking for dummies","2006-09-02 12:47:00","2006-10-21 15:26:00"
1672846,"Wireless home networking for dummies","2006-10-22 15:47:00","2006-11-16 18:49:00"
1672846,"Wireless home networking for dummies","2006-10-22 15:47:00","2006-12-01 12:56:00"
1672846,"Wireless home networking for dummies","2006-12-07 14:19:00","2007-01-18 14:16:00"
1672846,"Wireless home networking for dummies","2007-01-29 15:01:00","2007-02-17 12:41:00"
1672846,"Wireless home networking for dummies","2007-01-29 15:01:00","2007-02-27 17:57:00"
1672846,"Wireless home networking for dummies","2007-03-03 15:27:00","2007-03-23 11:46:00"
1672846,"Wireless home networking for dummies","2007-04-15 13:01:00","2007-05-12 13:53:00"
1672846,"Wireless home networking for dummies","2007-06-07 15:04:00","2007-06-24 15:40:00"
1672974,"Wireless home networking for dummies","2005-12-22 12:17:00","2006-01-12 11:26:00"
1672974,"Wireless home networking for dummies","2005-12-22 12:17:00","2006-01-27 15:17:00"
1672974,"Wireless home networking for dummies","2006-01-28 10:18:00","2006-03-20 16:27:00"
1672974,"Wireless home networking for dummies","2006-01-28 10:18:00","2006-03-20 22:12:00"
1672974,"Wireless home networking for dummies","2006-03-21 14:26:00","2006-04-05 17:49:00"
1672974,"Wireless home networking for dummies","2006-05-16 16:38:00","2006-05-28 15:34:00"
1672974,"Wireless home networking for dummies","2006-08-08 14:50:00","2006-08-26 10:59:00"
1672974,"Wireless home networking for dummies","2006-09-11 17:25:00","2006-09-28 17:09:00"
1672974,"Wireless home networking for dummies","2006-09-11 17:25:00","2006-10-09 16:39:00"
1672974,"Wireless home networking for dummies","2006-10-18 12:30:00","2006-10-26 12:43:00"
1672974,"Wireless home networking for dummies","2006-10-18 12:30:00","2007-01-04 23:26:00"
1672974,"Wireless home networking for dummies","2006-10-18 12:30:00","2007-01-05 08:06:00"
1672974,"Wireless home networking for dummies","2007-03-07 18:12:00","2007-04-04 18:48:00"
1672974,"Wireless home networking for dummies","2007-04-10 15:49:00","2007-04-21 15:03:00"
1672974,"Wireless home networking for dummies","2007-04-10 15:49:00","2007-06-22 10:58:00"
1672974,"Wireless home networking for dummies","2007-06-23 10:28:00","2007-07-21 12:56:00"
1672974,"Wireless home networking for dummies","2007-06-23 10:28:00","2007-08-13 14:56:00"
1672974,"Wireless home networking for dummies","2007-06-23 10:28:00","2007-08-14 14:01:00"
1672974,"Wireless home networking for dummies","2007-08-17 13:55:00","2007-09-08 15:57:00"
1672974,"Wireless home networking for dummies","2007-11-19 18:16:00","2008-01-12 10:37:00"
1672974,"Wireless home networking for dummies","2007-11-19 18:16:00","2008-03-21 10:47:00"
1672974,"Wireless home networking for dummies","2008-03-21 15:56:00","2008-04-26 13:08:00"
1672974,"Wireless home networking for dummies","2008-03-21 15:56:00","2009-01-17 21:24:00"
1672974,"Wireless home networking for dummies","2008-03-21 15:56:00","2009-01-20 17:09:00"
1673056,"Wireless home networking for dummies","2006-01-18 17:34:00","2006-02-22 19:27:00"
1673056,"Wireless home networking for dummies","2007-12-09 15:40:00","2008-01-13 15:19:00"
1673056,"Wireless home networking for dummies","2008-03-18 16:42:00","2008-05-06 15:51:00"
1673056,"Wireless home networking for dummies","2008-06-13 15:06:00","2008-07-08 18:48:00"
1673056,"Wireless home networking for dummies","2008-07-19 16:57:00","2008-08-04 19:32:00"
1673056,"Wireless home networking for dummies","2008-08-20 19:28:00","2008-09-02 17:41:00"
1673056,"Wireless home networking for dummies","2009-01-07 15:02:00","2009-01-26 19:40:00"
1673056,"Wireless home networking for dummies","2009-02-11 15:55:00","2009-02-25 16:21:00"
1673056,"Wireless home networking for dummies","2009-04-25 10:36:00","2009-05-11 14:39:00"
1673140,"Wireless home networking for dummies","2006-04-11 17:06:00","2006-05-26 12:19:00"
1673140,"Wireless home networking for dummies","2006-05-30 18:35:00","2006-07-13 18:00:00"
1673140,"Wireless home networking for dummies","2006-07-14 15:06:00","2006-08-17 14:44:00"
1673140,"Wireless home networking for dummies","2006-09-07 15:06:00","2006-10-05 13:53:00"
1673140,"Wireless home networking for dummies","2006-11-29 19:31:00","2006-12-04 19:30:00"
1673140,"Wireless home networking for dummies","2006-11-29 19:31:00","2007-11-26 14:28:00"
1673140,"Wireless home networking for dummies","2006-11-29 19:31:00","2007-11-28 13:30:00"
1673140,"Wireless home networking for dummies","2007-11-30 12:48:00","2007-12-07 13:02:00"
1673140,"Wireless home networking for dummies","2008-02-15 14:44:00","2008-03-21 13:45:00"
1673140,"Wireless home networking for dummies","2008-02-15 14:44:00","2008-04-03 16:36:00"
1673140,"Wireless home networking for dummies","2008-02-15 14:44:00","2008-04-05 10:44:00"
1673220,"Wireless home networking for dummies","2006-01-25 12:21:00","2006-02-13 15:07:00"
1673220,"Wireless home networking for dummies","2006-01-25 12:21:00","2006-02-23 10:32:00"
1673220,"Wireless home networking for dummies","2006-02-25 12:21:00","2006-04-09 16:54:00"
1673220,"Wireless home networking for dummies","2006-04-22 13:52:00","2006-05-09 19:34:00"
1673220,"Wireless home networking for dummies","2006-07-03 17:45:00","2006-09-02 12:47:00"
1673220,"Wireless home networking for dummies","2006-09-28 13:02:00","2006-10-13 15:12:00"
1673220,"Wireless home networking for dummies","2007-02-22 18:31:00","2007-03-09 15:07:00"
1673220,"Wireless home networking for dummies","2007-02-22 18:31:00","2007-03-19 10:57:00"
1673220,"Wireless home networking for dummies","2008-03-25 16:49:00","2008-04-15 12:47:00"
1673220,"Wireless home networking for dummies","2008-06-01 13:21:00","2008-06-07 14:45:00"
1673220,"Wireless home networking for dummies","2009-01-21 13:19:00","2009-03-19 14:36:00"
1673220,"Wireless home networking for dummies","2009-01-21 13:19:00","2009-07-24 10:56:00"
1673220,"Wireless home networking for dummies","2009-08-04 15:56:00","2009-08-21 16:52:00"
1673220,"Wireless home networking for dummies","2009-11-17 11:38:00","2009-12-01 18:01:00"
1673220,"Wireless home networking for dummies","2010-02-09 13:40:00","2011-03-30 11:43:00"
1673220,"Wireless home networking for dummies","2011-10-04 12:44:00","2011-10-18 12:46:00"
1704899,"CCNP switching study guide","2006-12-17 13:21:00","2007-02-13 16:23:00"
1704899,"CCNP switching study guide","2006-12-17 13:21:00","2007-07-20 10:32:00"
1704899,"CCNP switching study guide","2007-07-21 13:08:00","2009-08-26 14:41:00"
1704899,"CCNP switching study guide","2009-09-13 13:53:00","2009-09-30 15:44:00"
1706970,"Network troubleshooting tools","2005-12-20 17:22:00","2006-02-17 11:28:00"
1706970,"Network troubleshooting tools","2006-03-22 10:45:00","2006-04-11 18:36:00"
1706970,"Network troubleshooting tools","2006-03-22 10:45:00","2006-09-15 10:06:00"
1706970,"Network troubleshooting tools","2006-09-20 18:30:00","2006-10-17 10:55:00"
1706970,"Network troubleshooting tools","2006-12-13 19:43:00","2007-01-20 17:21:00"
1707144,"Network troubleshooting tools","2006-06-04 15:43:00","2006-07-29 16:08:00"
1707144,"Network troubleshooting tools","2006-09-17 13:27:00","2006-10-07 10:47:00"
1707144,"Network troubleshooting tools","2006-10-15 17:50:00","2006-11-18 14:51:00"
1707144,"Network troubleshooting tools","2006-10-15 17:50:00","2006-12-27 11:54:00"
1707144,"Network troubleshooting tools","2007-04-24 16:45:00","2007-06-28 00:00:00"
1707144,"Network troubleshooting tools","2007-04-24 16:45:00","2007-07-27 15:02:00"
1707144,"Network troubleshooting tools","2008-01-19 13:11:00","2008-03-24 17:59:00"
1707144,"Network troubleshooting tools","2008-05-06 18:47:00","2008-05-25 17:15:00"
1707144,"Network troubleshooting tools","2008-08-23 12:11:00","2008-10-18 12:47:00"
1722053,"road ahead","2006-02-17 15:56:00","2006-03-21 16:39:00"
1722053,"road ahead","2006-04-04 16:26:00","2006-04-23 15:15:00"
1722053,"road ahead","2008-03-27 17:04:00","2008-05-01 18:05:00"
1722053,"road ahead","2008-05-15 11:22:00","2008-06-04 15:25:00"
1722053,"road ahead","2008-06-08 16:07:00","2008-07-23 10:02:00"
1722053,"road ahead","2008-12-11 13:26:00","2009-01-23 16:36:00"
1722053,"road ahead","2008-12-11 13:26:00","2009-01-26 21:43:00"
1722053,"road ahead","2009-01-28 15:32:00","2009-02-10 17:56:00"
1722053,"road ahead","2009-01-28 15:32:00","2009-02-13 17:10:00"
1722053,"road ahead","2009-01-28 15:32:00","2009-02-14 10:15:00"
1723718,"road ahead","2006-02-09 12:08:00","2006-02-23 10:49:00"
1723718,"road ahead","2006-05-17 19:43:00","2006-06-17 16:15:00"
1723718,"road ahead","2006-05-17 19:43:00","2006-07-28 12:44:00"
1723718,"road ahead","2006-08-01 16:45:00","2006-08-31 16:27:00"
1723718,"road ahead","2006-08-01 16:45:00","2006-10-29 13:33:00"
1723718,"road ahead","2006-08-01 16:45:00","2006-10-30 11:49:00"
1723718,"road ahead","2006-11-03 16:12:00","2006-11-14 14:00:00"
1723718,"road ahead","2006-12-12 15:26:00","2007-05-04 12:36:00"
1723718,"road ahead","2006-12-12 15:26:00","2007-05-07 14:55:00"
1723718,"road ahead","2007-12-07 12:51:00","2007-12-20 17:35:00"
1723718,"road ahead","2007-12-07 12:51:00","2007-12-21 11:56:00"
1723718,"road ahead","2007-12-26 17:14:00","2008-01-14 18:47:00"
1723718,"road ahead","2008-06-04 17:17:00","2008-06-13 16:36:00"
1723718,"road ahead","2008-06-04 17:17:00","2008-07-09 15:44:00"
1723718,"road ahead","2008-07-10 10:57:00","2008-08-16 13:46:00"
1723718,"road ahead","2008-12-13 13:08:00","2009-02-16 00:00:00"
1723718,"road ahead","2008-12-13 13:08:00","2009-03-10 15:31:00"
1723718,"road ahead","2008-12-13 13:08:00","2009-05-30 12:14:00"
1723718,"road ahead","2008-12-13 13:08:00","2009-06-30 12:58:00"
1723718,"road ahead","2008-12-13 13:08:00","2009-07-25 13:14:00"
1723718,"road ahead","2009-10-01 11:42:00","2009-10-19 12:43:00"
1723718,"road ahead","2009-10-01 11:42:00","2010-02-22 13:54:00"
1723718,"road ahead","2010-02-23 15:15:00","2010-03-01 13:18:00"
1723718,"road ahead","2010-06-24 15:09:00","2010-06-30 15:02:00"
1723718,"road ahead","2010-07-06 19:08:00","2010-10-06 19:43:00"
1723718,"road ahead","2010-10-06 19:45:00","2010-10-27 19:18:00"
1723718,"road ahead","2010-10-06 19:45:00","2010-11-22 12:33:00"
1723718,"road ahead","2010-10-06 19:45:00","2011-02-28 12:28:00"
1723718,"road ahead","2011-10-10 16:07:00","2011-11-28 14:13:00"
1723718,"road ahead","2012-06-02 15:39:00","2012-07-31 18:52:00"
1723718,"road ahead","2013-03-15 16:31:00","2013-04-23 16:15:00"
1723718,"road ahead","2013-04-25 15:21:00","2013-05-01 15:02:00"
1723718,"road ahead","2013-05-19 13:20:00","2013-05-22 16:25:00"
1723718,"road ahead","2013-06-01 15:45:00","2013-06-01 15:46:00"
1723718,"road ahead","2013-09-12 11:21:00","2013-09-28 14:51:00"
1723718,"road ahead","2013-11-07 14:44:00","2013-11-12 16:37:00"
1723718,"road ahead","2013-12-22 15:04:00","2014-01-05 16:00:00"
1723718,"road ahead","2014-01-26 17:49:00","2014-02-08 17:17:00"
1723718,"road ahead","2014-02-19 16:08:00","2014-03-12 16:27:00"
1723718,"road ahead","2014-03-15 17:16:00","2014-03-15 17:37:00"
1723718,"road ahead","2014-04-15 19:54:00","2014-04-19 15:46:00"
1723718,"road ahead","2014-06-30 14:41:00","2014-09-12 14:53:00"
1723718,"road ahead","2015-02-13 10:45:00","2015-02-19 16:32:00"
1723718,"road ahead","2015-03-10 13:50:00","2015-05-11 14:26:00"
1723718,"road ahead","2015-05-31 14:53:00","2015-06-28 16:59:00"
1723718,"road ahead","2015-08-02 17:38:00","2015-08-24 19:40:00"
1723718,"road ahead","2015-11-16 12:34:00","2015-11-18 13:42:00"
1754428,"Cisco the complete reference","2005-08-08 10:16:00","2006-02-15 17:05:00"
1754428,"Cisco the complete reference","2006-02-16 11:46:00","2006-03-04 17:14:00"
1754428,"Cisco the complete reference","2006-08-23 13:09:00","2006-10-16 10:31:00"
1754509,"Cisco the complete reference","2007-01-11 13:14:00","2007-02-21 19:43:00"
1754509,"Cisco the complete reference","2008-03-03 16:46:00","2008-05-10 10:54:00"
1754509,"Cisco the complete reference","2008-03-03 16:46:00","2008-06-04 11:29:00"
1754509,"Cisco the complete reference","2008-06-06 17:19:00","2008-08-21 16:34:00"
1754509,"Cisco the complete reference","2008-06-06 17:19:00","2008-09-04 11:31:00"
1754509,"Cisco the complete reference","2008-09-04 18:21:00","2008-09-10 16:33:00"
1754509,"Cisco the complete reference","2008-09-04 18:21:00","2008-09-30 16:37:00"
1754509,"Cisco the complete reference","2008-10-02 18:37:00","2008-12-03 18:12:00"
1754509,"Cisco the complete reference","2008-10-02 18:37:00","2008-12-06 22:05:00"
1754509,"Cisco the complete reference","2008-12-10 17:42:00","2009-01-29 17:34:00"
1754509,"Cisco the complete reference","2008-12-10 17:42:00","2009-02-06 12:43:00"
1754509,"Cisco the complete reference","2009-02-09 16:51:00","2009-03-04 17:44:00"
1773937,"digital economy promise and peril in the age of networked intelligence","2009-01-07 12:58:00","2009-01-26 12:35:00"
1786470,"Xin yong bao wei lai zi xun gao su gong lu wei lai xin lan tu","2007-11-29 16:00:00","2007-12-15 13:34:00"
1786470,"Xin yong bao wei lai zi xun gao su gong lu wei lai xin lan tu","2008-02-14 19:40:00","2008-04-14 17:50:00"
1793116,"Networking a beginners guide","2005-12-23 15:49:00","2006-02-03 17:27:00"
1793116,"Networking a beginners guide","2005-12-23 15:49:00","2006-05-26 11:09:00"
1793116,"Networking a beginners guide","2005-12-23 15:49:00","2006-05-30 11:48:00"
1793116,"Networking a beginners guide","2006-06-01 18:23:00","2006-08-14 18:39:00"
1793116,"Networking a beginners guide","2006-08-18 13:05:00","2006-09-28 17:51:00"
1793116,"Networking a beginners guide","2006-08-18 13:05:00","2006-10-01 16:36:00"
1793116,"Networking a beginners guide","2006-08-18 13:05:00","2006-10-03 13:16:00"
1793116,"Networking a beginners guide","2006-10-03 18:40:00","2006-10-12 16:11:00"
1793116,"Networking a beginners guide","2006-10-21 15:21:00","2006-10-26 10:01:00"
1793116,"Networking a beginners guide","2006-10-21 15:21:00","2006-10-27 22:19:00"
1793116,"Networking a beginners guide","2006-11-01 12:44:00","2006-11-22 12:09:00"
1793116,"Networking a beginners guide","2006-11-01 12:44:00","2006-11-24 13:03:00"
1839714,"Internet core protocols the definitive guide","2006-04-10 12:57:00","2006-06-12 18:06:00"
1839714,"Internet core protocols the definitive guide","2006-07-12 17:50:00","2006-09-20 16:20:00"
1839714,"Internet core protocols the definitive guide","2006-10-06 14:44:00","2006-11-18 14:50:00"
1839714,"Internet core protocols the definitive guide","2007-01-21 16:22:00","2007-02-25 16:23:00"
1839714,"Internet core protocols the definitive guide","2007-05-05 17:46:00","2007-05-26 16:11:00"
1839714,"Internet core protocols the definitive guide","2008-04-20 15:41:00","2008-05-21 19:04:00"
1839714,"Internet core protocols the definitive guide","2008-05-23 17:26:00","2008-06-04 17:22:00"
1839714,"Internet core protocols the definitive guide","2008-08-09 13:08:00","2008-10-09 18:24:00"
1855041,"DNS and BIND","2005-11-14 17:41:00","2006-02-13 17:51:00"
